session_id,date,start_time,end_time,station_id,station_name,city,area,latitude,longitude,charger_type,number_of_chargers,vehicle_type,energy_consumed_kwh,charging_duration_minutes,waiting_time_minutes,charging_cost,revenue,session_status,day_of_week,hour,month,peak_hour,weather_condition,is_synthetic
SESS168230,2024-11-09,2024-11-09 16:37:00,2024-11-09 17:25:26.794093098,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,Car - SUV,23.68,48.4,12.0,353.57,353.57,Completed,5,16,11,False,Cloudy,True
SESS182334,2024-09-19,2024-09-19 20:40:00,2024-09-19 21:23:00.534680718,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,Car - Hatchback/Sedan,24.63,43.0,4.0,339.47,339.47,Completed,3,20,9,True,Clear,True
SESS100093,2024-10-26,2024-10-26 07:08:00,2024-10-26 07:38:56.697026328,ST1061,Baner EV Hub 1061,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,2-Wheeler,2.2,30.9,19.4,23.17,23.17,Cancelled,5,7,10,False,Cloudy,True
SESS106677,2024-07-08,2024-07-08 13:33:00,2024-07-08 13:59:48.643803000,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,Car - Hatchback/Sedan,12.34,26.8,12.1,175.39,175.39,Completed,0,13,7,False,Clear,True
SESS101624,2024-08-31,2024-08-31 17:55:00,2024-08-31 18:06:14.393623248,ST1069,Gachibowli EV Hub 1069,Hyderabad,Gachibowli,17.43468,78.46891,DC Fast (50kW),5,3-Wheeler,5.84,11.2,1.7,78.84,78.84,Completed,5,17,8,False,Clear,True
SESS140865,2024-09-11,2024-09-11 05:05:00,2024-09-11 06:12:10.738327218,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,Light Commercial,35.76,67.2,3.8,550.25,550.25,Failed,2,5,9,False,Clear,True
SESS100040,2024-02-12,2024-02-12 20:54:00,2024-02-12 21:26:00.134641284,ST1067,Gachibowli EV Hub 1067,Hyderabad,Gachibowli,17.32183,78.46663,AC Fast (7.4kW),4,2-Wheeler,2.7,32.0,1.5,27.62,27.62,Completed,0,20,2,True,Clear,True
SESS161922,2024-07-03,2024-07-03 17:57:00,2024-07-04 02:00:06.083872428,ST1013,Saket EV Hub 1013,Delhi,Saket,28.672,77.10803,AC Slow (3.3kW),5,Car - Hatchback/Sedan,,483.1,9.8,189.81,189.81,Completed,2,17,7,False,Clear,True
SESS169515,2024-04-10,2024-04-10 23:50:00,2024-04-11 04:04:03.570690594,ST1057,Viman Nagar EV Hub 1057,Pune,Viman Nagar,18.43791,73.84241,AC Fast (7.4kW),3,Car - SUV,25.45,254.1,5.4,263.57,263.57,Completed,2,23,4,False,Cloudy,True
SESS125702,2024-09-29,2024-09-29 09:41:00,2024-09-29 10:06:24.435059376,ST1035,Whitefield EV Hub 1035,Bengaluru,Whitefield,12.91369,77.55109,DC Ultra-Fast (150kW),1,Light Commercial,35.37,25.4,11.0,,646.2,Cancelled,6,9,9,True,Cloudy,True
SESS106114,2024-11-28,2024-11-28 00:56:00,2024-11-28 01:38:53.502394494,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,Car - Hatchback/Sedan,16.41,42.9,7.6,263.4,263.4,Completed,3,0,11,False,Clear,True
SESS162155,2024-01-09,2024-01-09 09:54:00,2024-01-09 10:05:34.515445116,ST1014,Karol Bagh EV Hub 1014,Delhi,Karol Bagh,28.65657,77.2566,DC Fast (50kW),4,3-Wheeler,5.88,11.6,4.4,87.97,87.97,Completed,1,9,1,True,Cloudy,True
SESS171448,2024-08-06,2024-08-06 18:23:00,2024-08-06 19:07:07.822419138,ST1071,Kukatpally EV Hub 1071,Hyderabad,Kukatpally,17.43005,78.59594,DC Fast (50kW),5,Car - Hatchback/Sedan,26.3,44.1,2.4,379.64,379.64,Completed,1,18,8,True,Clear,True
SESS136203,2024-09-09,2024-09-09 13:41:00,2024-09-09 14:24:05.589173814,ST1030,Thane EV Hub 1030,Mumbai,Thane,19.1958,73.05253,AC Fast (7.4kW),5,3-Wheeler,2.57,43.1,26.7,28.22,28.22,Completed,0,13,9,False,Rain,True
SESS141618,2024-08-09,2024-08-09 02:26:00,2024-08-09 02:47:41.122833240,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - Hatchback/Sedan,23.05,21.7,19.5,461.75,461.75,Completed,4,2,8,False,Foggy,True
SESS100961,2024-01-31,2024-01-31 10:44:00,2024-01-31 11:14:35.201147280,ST1006,Dwarka EV Hub 1006,Delhi,Dwarka,28.64584,77.23093,DC Fast (50kW),5,Car - Hatchback/Sedan,15.69,30.6,14.3,222.51,222.51,Completed,2,10,1,False,Hot,True
SESS154709,2024-05-09,2024-05-09 07:00:00,2024-05-09 08:13:26.934620826,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,Car - Hatchback/Sedan,7.12,73.4,20.7,66.66,66.66,Completed,3,7,5,False,Clear,True
SESS139585,2024-10-04,2024-10-04 20:14:00,2024-10-04 20:21:07.694516064,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,3-Wheeler,4.52,7.1,7.1,72.72,72.72,Completed,4,20,10,True,Cloudy,True
SESS151312,2024-11-12,2024-11-12 13:07:00,2024-11-12 13:56:48.424022892,ST1065,Hitech City EV Hub 1065,Hyderabad,Hitech City,17.40276,78.46439,AC Fast (7.4kW),6,3-Wheeler,4.68,49.8,1.9,49.63,49.63,Completed,1,13,11,False,Hot,True
SESS114921,2024-12-20,2024-12-20 07:29:00,2024-12-20 08:13:44.185050210,ST1004,Dwarka EV Hub 1004,Delhi,Dwarka,28.55637,77.26171,AC Fast (7.4kW),7,3-Wheeler,4.21,44.7,9.5,44.28,44.28,Completed,4,7,12,False,Hot,True
SESS175585,2024-08-14,2024-08-14 11:32:00,2024-08-14 12:36:49.670951358,ST1044,Indiranagar EV Hub 1044,Bengaluru,Indiranagar,12.97704,77.63324,AC Slow (3.3kW),9,2-Wheeler,2.74,64.8,1.8,23.75,23.75,Completed,2,11,8,False,Clear,True
SESS177339,2024-02-23,2024-02-23 16:07:00,2024-02-23 16:20:42.214505730,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,2-Wheeler,2.03,13.7,19.4,28.58,28.58,Completed,4,16,2,False,Clear,True
SESS101525,2024-12-19,2024-12-19 08:00:00,2024-12-19 08:37:15.933987095,ST1071,Kukatpally EV Hub 1071,Hyderabad,Kukatpally,17.43005,78.59594,DC Fast (50kW),5,Car - Hatchback/Sedan,18.96,37.3,16.2,293.78,293.78,Completed,3,8,12,True,Clear,True
SESS159330,2024-12-08,2024-12-08 19:09:00,2024-12-08 19:26:03.285030990,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,2-Wheeler,2.62,17.1,1.4,38.73,38.73,Completed,6,19,12,True,Clear,True
SESS155386,2024-09-24,2024-09-24 17:49:00,2024-09-24 23:24:09.288138534,ST1061,BANER EV HUB 1061  ,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,Car - SUV,34.62,335.2,9.2,344.54,344.54,Completed,1,17,9,False,Clear,True
SESS100179,2024-09-13,2024-09-13 18:57:00,2024-09-13 19:13:49.054314666,ST1068,Gachibowli EV Hub 1068,Hyderabad,Gachibowli,17.45564,78.51305,DC Ultra-Fast (150kW),3,Light Commercial,14.45,16.8,2.2,279.65,279.65,Completed,4,18,9,True,Cloudy,True
SESS122258,2024-07-15,2024-07-15 04:47:00,2024-07-15 13:06:02.794704498,ST1044,Indiranagar EV Hub 1044,Bengaluru,Indiranagar,12.97704,77.63324,AC Slow (3.3kW),9,Car - SUV,22.85,499.0,14.6,206.74,206.74,Completed,0,4,7,False,,True
SESS169180,2024-02-10,2024-02-10 10:21:00,2024-02-10 10:35:17.875108050,ST1002,Connaught Place EV Hub 1002,Delhi,Connaught Place,28.61289,77.15782,DC Ultra-Fast (150kW),3,Car - Hatchback/Sedan,15.82,14.3,8.1,299.05,299.05,Completed,5,10,2,False,Clear,True
SESS133574,2024-12-30,2024-12-30 08:40:00,2024-12-30 09:26:34.843187682,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,2-Wheeler,1.88,46.6,,,14.58,Completed,0,8,12,True,Clear,True
SESS182939,2024-01-25,2024-01-25 21:33:00,2024-01-25 22:28:30.096918215,ST1054,Kothrud EV Hub 1054,Pune,Kothrud,18.44315,73.79089,DC Fast (50kW),3,Car - SUV,35.43,55.5,20.9,540.99,540.99,Completed,3,21,1,False,Cloudy,True
SESS133863,2024-11-01,2024-11-01 10:23:00,2024-11-01 11:00:07.675255950,ST1023,Powai EV Hub 1023,Mumbai,Powai,19.019,72.85736,DC Fast (50kW),5,Car - Hatchback/Sedan,16.26,37.1,8.6,240.21,240.21,Completed,4,10,11,False,Clear,True
SESS184953,2024-03-22,2024-03-22 10:44:00,2024-03-22 16:11:32.990522496,ST1057,Viman Nagar EV Hub 1057,Pune,Viman Nagar,18.43791,73.84241,AC Fast (7.4kW),3,Car - SUV,33.39,327.5,2.5,354.38,354.38,Completed,4,10,3,False,Clear,True
SESS150665,2024-08-06,2024-08-06 00:28:00,2024-08-06 00:43:48.659937264,ST1022,Bandra EV Hub 1022,Mumbai,Bandra,19.15395,72.85632,DC Ultra-Fast (150kW),2,Car - Hatchback/Sedan,23.36,15.8,16.7,400.2,400.2,Completed,1,0,8,False,Clear,True
SESS116345,2024-07-31,2024-07-31 07:19:00,2024-07-31 12:57:17.112938988,ST1045,Electronic City EV Hub 1045,Bengaluru,Electronic City,12.89847,77.54191,AC Slow (3.3kW),5,Car - Hatchback/Sedan,15.53,338.3,3.9,131.27,131.27,Completed,2,7,7,False,Rain,True
SESS155385,2024-03-08,2024-03-08 19:56:00,2024-03-08 20:22:43.331331174,ST1051,Hinjewadi EV Hub 1051,Pune,Hinjewadi,18.59275,73.81295,AC Fast (7.4kW),6,2-Wheeler,2.24,26.7,24.1,24.0,24.0,Completed,4,19,3,True,Rain,True
SESS110498,2024-10-21,2024-10-21 10:48:00,2024-10-21 11:49:01.981798308,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,2-Wheeler,2.66,61.0,5.4,22.34,22.34,Completed,0,10,10,False,Hot,True
SESS160850,2024-03-30,2024-03-30 18:46:00,2024-03-30 19:00:00.233005902,ST1005,Dwarka EV Hub 1005,Delhi,Dwarka,28.68725,77.19973,DC Fast (50kW),2,3-Wheeler,4.45,14.0,6.8,61.34,61.34,Completed,5,18,3,True,Cloudy,True
SESS101289,2024-02-26,2024-02-26 13:40:00,2024-02-26 18:50:05.850922374,ST1029,Thane EV Hub 1029,Mumbai,Thane,19.06267,72.78945,AC Fast (7.4kW),5,Car - SUV,32.25,310.1,2.5,281.01,281.01,Failed,0,13,2,False,Clear,True
SESS147192,2024-08-12,2024-08-12 21:56:00,2024-08-13 06:01:17.382911952,ST1013,Saket EV Hub 1013,Delhi,Saket,28.672,77.10803,AC Slow (3.3kW),5,Car - SUV,22.1,485.3,12.8,193.67,193.67,Completed,0,21,8,False,Clear,True
SESS144192,2024-01-28,2024-01-28 17:54:00,2024-01-28 18:15:25.032861666,ST1050,Hinjewadi EV Hub 1050,Pune,Hinjewadi,18.46921,73.83946,DC Ultra-Fast (150kW),2,Car - Hatchback/Sedan,21.17,21.4,11.8,396.32,396.32,Completed,6,17,1,False,Cloudy,True
SESS171989,2024-07-12,2024-07-12 05:03:00,2024-07-12 05:13:40.037804136,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,2-Wheeler,2.27,10.7,2.0,32.26,32.26,Completed,4,5,7,False,Clear,True
SESS121875,2024-04-30,2024-04-30 08:02:00,2024-04-30 09:12:10.929670980,ST1006,Dwarka EV Hub 1006,Delhi,Dwarka,28.64584,77.23093,DC Fast (50kW),5,Car - SUV,42.14,70.2,20.6,675.32,675.32,Completed,1,8,4,True,Clear,True
SESS150797,2024-06-17,2024-06-17 18:24:00,2024-06-17 18:52:32.743418477,ST1057,Viman Nagar EV Hub 1057,Pune,Viman Nagar,18.43791,73.84241,AC Fast (7.4kW),3,2-Wheeler,2.5,28.5,7.3,26.21,26.21,Completed,0,18,6,True,Clear,True
SESS176774,2024-09-30,2024-09-30 11:13:00,2024-09-30 11:35:21.015898902,ST1050,Hinjewadi EV Hub 1050,Pune,Hinjewadi,18.46921,73.83946,DC Ultra-Fast (150kW),2,Light Commercial,35.33,22.4,8.3,666.44,666.44,Completed,0,11,9,False,Cloudy,True
SESS128674,2024-02-02,2024-02-02 19:10:00,2024-02-02 19:23:02.402664294,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,3-Wheeler,4.92,13.0,12.9,79.53,79.53,Completed,4,19,2,True,Hot,True
SESS108749,2024-03-05,2024-03-05 10:02:00,2024-03-05 10:05:00.000000000,ST1033,Borivali EV Hub 1033,Mumbai,Borivali,18.97552,72.84852,DC Fast (50kW),4,3-Wheeler,2.56,3.0,13.2,38.11,38.11,Completed,1,10,3,False,Hot,True
SESS123831,2024-11-05,2024-11-05 17:01:00,2024-11-05 17:34:32.479336901,ST1073,Kukatpally EV Hub 1073,Hyderabad,Kukatpally,17.34306,78.42588,DC Fast (50kW),3,Car - Hatchback/Sedan,18.07,33.5,0.5,285.14,285.14,Completed,1,17,11,False,Rain,True
SESS136452,2024-07-20,2024-07-20 09:43:00,2024-07-20 12:33:49.161398646,ST1070,Kukatpally EV Hub 1070,Hyderabad,Kukatpally,17.3143,78.53364,AC Fast (7.4kW),6,Car - Hatchback/Sedan,17.26,170.8,1.7,173.46,173.46,Completed,5,9,7,True,Rain,True
SESS178947,2024-02-26,2024-02-26 14:32:00,2024-02-27 00:41:18.735599028,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,Car - Hatchback/Sedan,27.99,609.3,7.3,223.02,223.02,Completed,0,14,2,False,Hot,True
SESS114578,2024-05-08,2024-05-08 09:52:00,2024-05-08 10:30:56.510450184,ST1051,Hinjewadi EV Hub 1051,Pune,Hinjewadi,18.59275,73.81295,AC Fast (7.4kW),6,3-Wheeler,3.23,38.9,9.4,33.52,33.52,Completed,2,9,5,True,Clear,True
SESS120492,2024-05-04,2024-05-04 08:30:00,2024-05-04 14:52:53.311539360,ST1067,Gachibowli EV Hub 1067,Hyderabad,Gachibowli,17.32183,78.46663,AC Fast (7.4kW),4,,39.81,382.9,7.0,407.73,407.73,Completed,5,8,5,True,Clear,True
SESS126185,2024-06-29,2024-06-29 20:55:00,2024-06-29 21:23:41.137762446,ST1024,Powai EV Hub 1024,Mumbai,Powai,19.10207,72.89196,AC Fast (7.4kW),5,2-Wheeler,2.17,28.7,3.0,22.29,22.29,Completed,5,20,6,True,Hot,True
SESS167352,2024-09-15,2024-09-15 16:18:00,2024-09-15 17:18:00.502224072,ST1044,Indiranagar EV Hub 1044,Bengaluru,Indiranagar,12.97704,77.63324,AC Slow (3.3kW),9,2-Wheeler,2.67,60.0,17.2,22.61,22.61,Completed,6,16,9,False,Hot,True
SESS169048,2024-10-14,2024-10-14 03:05:00,2024-10-14 14:45:48.934609506,ST1027,Thane EV Hub 1027,Mumbai,Thane,19.12611,72.89911,AC Slow (3.3kW),6,Car - SUV,32.53,700.8,8.2,274.61,274.61,Completed,0,3,10,False,Clear,True
SESS124735,2024-08-11,2024-08-11 21:58:00,2024-08-11 22:19:46.803109692,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - Hatchback/Sedan,21.66,21.8,24.4,444.28,444.28,Completed,6,21,8,False,Hot,True
SESS120583,2024-12-22,2024-12-22 08:30:00,2024-12-22 08:41:27.985698444,ST1059,Viman Nagar EV Hub 1059,Pune,Viman Nagar,18.52359,73.85671,DC Fast (50kW),5,3-Wheeler,4.68,11.5,6.6,65.74,65.74,Completed,6,8,12,True,Rain,True
SESS132319,2024-07-15,2024-07-15 18:30:00,2024-07-15 18:33:32.466618989,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,2-Wheeler,2.2,3.5,20.3,33.58,33.58,Completed,0,18,7,True,Hot,True
SESS148510,2024-04-09,2024-04-09 22:33:00,2024-04-09 22:37:32.675540238,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,2-Wheeler,2.78,4.5,13.8,45.11,45.11,Completed,1,22,4,False,Cloudy,True
SESS181136,2024-03-14,2024-03-14 15:02:00,2024-03-14 15:16:51.846119622,ST1073,Kukatpally EV Hub 1073,Hyderabad,Kukatpally,17.34306,78.42588,DC Fast (50kW),3,2-Wheeler,2.92,14.9,8.3,45.34,45.34,Completed,3,15,3,False,Cloudy,True
SESS154406,2024-11-14,2024-11-14 08:05:00,2024-11-14 08:25:55.039326210,ST1070,Kukatpally EV Hub 1070,Hyderabad,Kukatpally,17.3143,78.53364,AC Fast (7.4kW),6,2-Wheeler,1.38,20.9,2.5,15.37,15.37,Completed,3,8,11,True,Rain,True
SESS101369,2024-01-01,2024-01-01 17:06:00,2024-01-01 17:41:32.360670408,ST1023,Powai EV Hub 1023,Mumbai,Powai,19.019,72.85736,DC Fast (50kW),5,Car - Hatchback/Sedan,17.81,35.5,18.9,272.45,272.45,Completed,0,17,1,False,Hot,True
SESS145092,2024-02-22,2024-02-22 08:22:00,2024-02-22 09:06:59.207263392,ST1006,Dwarka EV Hub 1006,Delhi,Dwarka,28.64584,77.23093,DC Fast (50kW),5,Car - Hatchback/Sedan,25.18,45.0,5.5,395.26,395.26,Completed,3,8,2,True,Clear,True
SESS184779,2024-05-09,2024-05-09 11:04:00,2024-05-09 11:46:18.029037810,ST1061,BANER EV HUB 1061  ,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,3-Wheeler,4.15,42.3,7.8,46.4,46.4,Failed,3,11,5,False,Foggy,True
SESS121264,2024-04-05,2024-04-05 20:40:00,2024-04-05 21:17:15.749773578,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,3-Wheeler,3.58,37.3,3.5,38.48,38.48,Completed,4,20,4,True,Foggy,True
SESS167857,2024-09-21,2024-09-21 17:47:00,2024-09-21 18:34:43.582285134,ST1027,Thane EV Hub 1027,Mumbai,Thane,19.12611,72.89911,AC Slow (3.3kW),6,2-Wheeler,1.86,47.7,17.3,15.04,15.04,Completed,5,17,9,False,Clear,True
SESS133533,2024-12-30,2024-12-30 23:47:00,2024-12-30 23:58:02.835720516,ST1040,Koramangala EV Hub 1040,Bengaluru,Koramangala,13.03798,77.62033,DC Fast (50kW),5,2-Wheeler,1.76,11.0,15.9,26.32,26.32,Completed,0,23,12,False,Rain,True
SESS111758,2024-04-04,2024-04-04 21:05:00,2024-04-04 23:42:14.835964758,ST1051,Hinjewadi EV Hub 1051,Pune,Hinjewadi,18.59275,73.81295,AC Fast (7.4kW),6,Car - SUV,15.33,157.2,25.2,154.13,154.13,Completed,3,21,4,False,Hot,True
SESS156523,2024-06-08,2024-06-08 16:11:00,2024-06-08 16:49:26.430063186,ST1065,Hitech City EV Hub 1065,Hyderabad,Hitech City,17.40276,78.46439,AC Fast (7.4kW),6,3-Wheeler,3.39,38.4,23.4,38.24,38.24,Completed,5,16,6,False,Clear,True
SESS148737,2024-08-21,2024-08-21 08:01:00,2024-08-21 11:23:36.333315114,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,Car - Hatchback/Sedan,20.15,202.6,11.1,211.31,211.31,Completed,2,8,8,True,Rain,True
SESS108701,2024-08-04,2024-08-04 08:40:00,2024-08-04 10:10:30.420139860,ST1072,Kukatpally EV Hub 1072,Hyderabad,Kukatpally,17.38098,78.41638,AC Slow (3.3kW),4,3-Wheeler,4.11,90.5,3.3,34.57,34.57,Completed,6,8,8,True,Clear,True
SESS184428,2024-05-19,2024-05-19 11:54:00,2024-05-19 12:30:22.427187216,ST1025,Powai EV Hub 1025,Mumbai,Powai,19.04423,72.89166,AC Fast (7.4kW),5,2-Wheeler,2.94,36.4,5.7,29.38,29.38,Completed,6,11,5,False,Clear,True
SESS165086,2024-03-14,2024-03-14 03:54:00,2024-03-14 04:23:21.462048768,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - Hatchback/Sedan,25.06,0.0,2.2,476.19,476.19,Completed,3,3,3,False,Cloudy,True
SESS184278,2024-12-06,2024-12-06 17:27:00,2024-12-06 18:02:32.631436812,ST1025,Powai EV Hub 1025,Mumbai,Powai,19.04423,72.89166,AC Fast (7.4kW),5,2-Wheeler,2.7,35.5,2.9,28.83,28.83,Completed,4,17,12,False,Clear,True
SESS108345,2024-03-13,2024-03-13 01:39:00,2024-03-13 01:59:37.368700098,ST1003,Dwarka EV Hub 1003,Delhi,Dwarka,28.68153,77.23705,AC Fast (7.4kW),3,2-Wheeler,2.03,20.6,6.4,20.89,20.89,Failed,2,1,3,False,Clear,True
SESS183094,2024-09-12,2024-09-12 11:56:00,2024-09-12 14:27:09.737475990,ST1032,Borivali EV Hub 1032,Mumbai,Borivali,19.06755,72.94166,AC Fast (7.4kW),5,Car - Hatchback/Sedan,14.88,151.2,4.9,162.27,162.27,Completed,3,11,9,False,Cloudy,True
SESS144764,2024-01-13,2024-01-13 11:22:00,2024-01-13 12:04:02.946045786,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,3-Wheeler,3.47,42.0,9.0,37.63,37.63,Completed,5,11,1,False,Hot,True
SESS109303,2024-05-07,2024-05-07 10:23:00,2024-05-07 10:46:26.190468690,ST1061,Baner EV Hub 1061,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,2-Wheeler,2.2,23.4,0.9,23.38,23.38,Completed,1,10,5,False,Cloudy,True
SESS164276,2024-12-23,2024-12-23 20:48:00,2024-12-23 21:03:02.557216566,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,3-Wheeler,4.19,15.0,16.1,64.54,64.54,Completed,0,20,12,True,Clear,True
SESS117402,2024-05-30,2024-05-30 15:54:00,2024-05-30 18:07:04.207776125,ST1029,Thane EV Hub 1029,Mumbai,Thane,19.06267,72.78945,AC Fast (7.4kW),5,Car - Hatchback/Sedan,13.63,133.1,8.9,143.25,143.25,Completed,3,15,5,False,Hot,True
SESS111026,2024-11-09,2024-11-09 09:17:00,2024-11-09 09:23:55.103341332,ST1068,Gachibowli EV Hub 1068,Hyderabad,Gachibowli,17.45564,78.51305,DC Ultra-Fast (150kW),3,3-Wheeler,4.84,6.9,0.9,,93.78,Completed,5,9,11,True,Clear,True
SESS155338,2024-03-30,2024-03-30 10:48:00,2024-03-30 11:32:04.733121336,ST1030,Thane EV Hub 1030,Mumbai,Thane,19.1958,73.05253,AC Fast (7.4kW),5,3-Wheeler,4.36,44.1,33.3,46.09,46.09,Completed,5,10,3,False,Clear,True
SESS114485,2024-07-20,2024-07-20 13:32:00,2024-07-20 18:36:14.167401138,ST1061,Baner EV Hub 1061,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,Car - SUV,30.87,304.2,11.4,307.72,307.72,Completed,5,13,7,False,Clear,True
SESS125949,2024-12-06,2024-12-06 17:19:00,2024-12-06 18:25:52.538224032,ST1064,Hitech City EV Hub 1064,Hyderabad,Hitech City,17.39415,78.57499,AC Slow (3.3kW),8,2-Wheeler,3.0,66.9,9.5,24.3,24.3,Completed,4,17,12,False,Clear,True
SESS103603,2024-03-22,2024-03-22 22:28:00,2024-03-23 02:59:17.787720936,ST1030,Thane EV Hub 1030,Mumbai,Thane,19.1958,73.05253,AC Fast (7.4kW),5,Car - SUV,27.64,271.3,3.2,284.31,284.31,Completed,4,22,3,False,Clear,True
SESS123327,2024-04-02,2024-04-02 16:39:00,2024-04-02 17:11:49.354203348,ST1040,Koramangala EV Hub 1040,Bengaluru,Koramangala,13.03798,77.62033,DC Fast (50kW),5,Car - SUV,18.08,32.8,1.2,267.0,267.0,Completed,1,16,4,False,Cloudy,True
SESS164952,2024-02-23,2024-02-23 03:01:00,2024-02-23 03:49:24.281363928,ST1042,Indiranagar EV Hub 1042,Bengaluru,Indiranagar,13.05929,77.52818,DC Fast (50kW),5,Car - Hatchback/Sedan,24.15,48.4,0.7,375.11,375.11,Completed,4,3,2,False,Clear,True
SESS124767,2024-07-03,2024-07-03 16:23:00,2024-07-03 17:02:52.743331308,ST1018,Andheri EV Hub 1018,Mumbai,Andheri,19.05422,72.8548,DC Fast (50kW),4,Car - SUV,20.9,39.9,14.0,331.69,331.69,Completed,2,16,7,False,Clear,True
SESS170962,2024-05-10,2024-05-10 07:17:00,2024-05-10 07:45:49.282251570,ST1039,Koramangala EV Hub 1039,Bengaluru,Koramangala,12.98875,77.67296,DC Fast (50kW),5,Car - Hatchback/Sedan,13.45,28.8,3.6,200.56,200.56,Completed,4,7,5,False,Clear,True
SESS112708,2024-11-19,2024-11-19 06:17:00,2024-11-19 07:07:37.049930898,ST1019,Andheri EV Hub 1019,Mumbai,Andheri,19.07675,72.90654,DC Fast (50kW),4,Car - SUV,23.93,50.6,3.8,360.88,360.88,Cancelled,1,6,11,False,Clear,True
SESS167047,2024-02-27,2024-02-27 10:24:00,2024-02-27 10:27:00.000000000,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,2-Wheeler,1.47,3.0,13.4,21.47,21.47,Completed,1,10,2,False,Clear,True
SESS159730,2024-07-03,2024-07-03 14:39:00,2024-07-03 14:53:05.139234000,ST1050,Hinjewadi EV Hub 1050,Pune,Hinjewadi,18.46921,73.83946,DC Ultra-Fast (150kW),2,Car - SUV,21.69,14.1,2.3,446.23,446.23,Completed,2,14,7,False,Hot,True
SESS131758,2024-05-08,2024-05-08 10:06:00,2024-05-08 10:43:46.390333230,ST1045,Electronic City EV Hub 1045,Bengaluru,Electronic City,12.89847,77.54191,AC Slow (3.3kW),5,2-Wheeler,1.62,37.8,6.7,13.51,13.51,Completed,2,10,5,False,Clear,True
SESS167703,2024-04-23,2024-04-23 11:43:00,2024-04-23 18:59:42.673958706,ST1064,Hitech City EV Hub 1064,Hyderabad,Hitech City,17.39415,78.57499,AC Slow (3.3kW),8,Car - Hatchback/Sedan,19.88,436.7,8.3,162.93,162.93,Completed,1,11,4,False,Hot,True
SESS126288,2024-08-29,2024-08-29 22:47:00,2024-08-30 03:14:04.577827812,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,Car - SUV,26.68,267.1,16.2,276.71,276.71,Completed,3,22,8,False,Clear,True
SESS124654,2024-07-27,2024-07-27 20:29:00,2024-07-28 06:29:21.337059924,ST1072,Kukatpally EV Hub 1072,Hyderabad,Kukatpally,17.38098,78.41638,AC Slow (3.3kW),4,Car - SUV,27.63,600.4,1.7,249.75,249.75,Completed,5,20,7,True,Cloudy,True
